title,who,what,keywords,keywords_bert
솔트룩스 자회사 플루 규모 유상증자 결정 주목 공시,플루,기업 소비자 거래,"['플루', '소비자', '자회사', '결정', '공시', '솔트룩스', '유상증자', '규모', '주목', '기업', '거래', '버거', '백화점', '히알루론산', '백현동', '백두산', '배포', '배지', '버스', '벌금', '버스킹', '번의', '배송', '법률', '법원', '법전', '베이트', '변경', '변신', '병동']","[""'병동']"", ""['플루',"", ""'배포',"", ""'자회사',"", ""'공시',"", ""'솔트룩스',"", ""'유상증자',"", ""'변신',"", ""'버거',"", ""'히알루론산',""]"
초점 남친 연예인 산다라박 소유 펠트 걸그룹 과감 비밀연애 고백,,데뷔 연애 금지 문자 사이버 연애,"['연애', '걸그룹', '데뷔', '산다라박', '소유', '비밀연애', '초점', '펠트', '남친', '문자', '연예인', '과감', '고백', '금지', '사이버', '버스킹', '백현동', '보건', '보강', '백화점', '버거', '변신', '버스', '병원', '번의', '변경', '벌금', '병동', '법률', '법원']","[""['연애',"", ""'법원']"", ""'보강',"", ""'걸그룹',"", ""'펠트',"", ""'고백',"", ""'금지',"", ""'초점',"", ""'변신',"", ""'문자',""]"
경량 기술 개발 서비스 기반 마련,노키아 미디어텍,웨어 러블 기기 커넥티드 자동차 스마트 팩토리 기기,"['기기', '경량', '커넥티드', '웨어', '팩토리', '노키아', '미디어텍', '자동차', '스마트', '러블', '서비스', '기술', '마련', '기반', '개발', '버거', '버스', '백화점', '버스킹', '백현동', '번의', '히알루론산', '벌금', '법률', '법원', '백두산', '베이트', '변경', '변신', '병동']","[""['기기',"", ""'병동']"", ""'자동차',"", ""'기술',"", ""'버거',"", ""'경량',"", ""'커넥티드',"", ""'팩토리',"", ""'노키아',"", ""'변신',""]"
코트 야드 메리어트 서울 타임스퀘어 호텔 가을 피크닉 테마 패키지 선봬,코트 야드 메리어트 서울 타임스퀘어 호텔,,"['야드', '메리어트', '타임스퀘어', '호텔', '코트', '서울', '가을', '선봬', '패키지', '피크닉', '테마', '히알루론산', '버거', '백화점', '백현동', '버스킹', '백두산', '배포', '배지', '버스', '법원', '번의', '벌금', '법률', '배송', '법전', '베이트', '변경', '변신', '병동']","[""['야드',"", ""'병동']"", ""'배지',"", ""'히알루론산',"", ""'버거',"", ""'배포',"", ""'가을',"", ""'법률',"", ""'배송',"", ""'벌금',""]"
다나카 구역 노래 발탁 송가 인과 노래 대결 공식,,한국 최고 가수 다나카 대한민국 슈퍼스타 버스킹 무대 노래방 대결 음악 예능 프로그램,"['노래', '다나카', '대결', '무대', '송가', '노래방', '버스킹', '슈퍼스타', '인과', '발탁', '가수', '예능', '음악', '공식', '최고', '구역', '프로그램', '대한민국', '한국', '방송', '법률', '발인', '버거', '버스', '발언', '발사체', '발목', '번의', '벌금', '발롱도르']","[""['노래',"", ""'발언',"", ""'발롱도르']"", ""'프로그램',"", ""'한국',"", ""'음악',"", ""'최고',"", ""'방송',"", ""'벌금',"", ""'송가',""]"
심장 희귀 소년 수술 성공,한국 병원 후원 단체,심장,"['심장', '희귀', '단체', '소년', '병원', '후원', '성공', '수술', '한국', '히알루론산', '배지', '백두산', '배포', '배병준', '배우', '배송', '배상', '백화점', '배구', '백현동', '버스킹', '버거', '버스', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경']","[""['심장',"", ""'변경']"", ""'수술',"", ""'배우',"", ""'한국',"", ""'희귀',"", ""'소년',"", ""'후원',"", ""'성공',"", ""'베이트',""]"
박광온 이재명 검찰조사 시대,민주당,경기 성남시 백현동 특혜 의혹,"['검찰조사', '성남시', '박광온', '특혜', '백현동', '시대', '이재명', '민주당', '의혹', '경기', '변신', '버스', '배지', '보건복지부', '배포', '백두산', '보건', '백화점', '버거', '버스킹', '병동', '번의', '벌금', '배송', '법률', '법원', '보강', '병원', '법전', '베이트']","[""['검찰조사',"", ""'베이트']"", ""'민주당',"", ""'경기',"", ""'법원',"", ""'보건복지부',"", ""'성남시',"", ""'박광온',"", ""'특혜',"", ""'백현동',""]"
김포시 김포 골드 라인 혼잡 개선 풍무동 대형 버스 투입,서울시,김포 골드 라인 혼잡 개선,"['혼잡', '라인', '개선', '골드', '김포', '김포시', '풍무동', '투입', '서울시', '버스', '대형', '백두산', '백현동', '백화점', '버거', '버스킹', '히알루론산', '벌금', '번의', '배지', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건']","[""['혼잡',"", ""'보건']"", ""'법원',"", ""'개선',"", ""'변경',"", ""'히알루론산',"", ""'보강',"", ""'대형',"", ""'백두산',"", ""'김포시',""]"
금감원 대학생 금융 교육 봉사 출범,금융감독원,금융 교육 표준 강의 활용 금융시장 관련 최근 이슈,"['교육', '금융', '강의', '대학생', '출범', '봉사', '금감원', '금융시장', '금융감독원', '활용', '표준', '관련', '이슈', '최근', '버거', '버스', '버스킹', '백화점', '백현동', '번의', '법전', '벌금', '법률', '법원', '베이트', '변경', '변신', '병동', '병원', '보강']","[""'보강']"", ""'관련',"", ""['교육',"", ""'번의',"", ""'금융시장',"", ""'이슈',"", ""'백현동',"", ""'금감원',"", ""'벌금',"", ""'표준',""]"
섹터 그룹 책임 경영 가속 성현 부회장 승진 임명,그룹 인사 혁신,원자재 가격 상승 부동산 경기 위축,"['그룹', '승진', '임명', '경영', '섹터', '원자재', '가속', '부회장', '성현', '책임', '위축', '인사', '상승', '혁신', '가격', '부동산', '경기', '벌금', '베이트', '병동', '배송', '변신', '배우', '변경', '배지', '배포', '법전', '법률', '백두산', '백현동']","[""['그룹',"", ""'백현동']"", ""'벌금',"", ""'섹터',"", ""'백두산',"", ""'위축',"", ""'원자재',"", ""'변경',"", ""'임명',"", ""'부회장',""]"
파수 사이버 나이트 중동 시장 공략 성장 가능성,사이버 나이트,데이터 유출 중요 정보 탈취 사건,"['나이트', '사이버', '공략', '탈취', '가능성', '중요', '중동', '파수', '성장', '유출', '정보', '데이터', '시장', '사건', '부친상', '방화', '배병준', '배상', '배송', '배우', '배지', '배포', '백두산', '백현동', '백화점', '버거', '북중', '버스', '버스킹', '번의']","[""['나이트',"", ""'번의']"", ""'사건',"", ""'시장',"", ""'성장',"", ""'배우',"", ""'사이버',"", ""'파수',"", ""'배송',"", ""'중동',""]"
우즈 합류 투어 앞날,사우디아라비아 국부펀드,내환,"['내환', '우즈', '앞날', '국부펀드', '사우디아라비아', '투어', '합류', '버스', '번의', '버스킹', '히알루론산', '벌금', '백화점', '백현동', '백두산', '배포', '버거', '법원', '법률', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건', '보건복지부', '배지', '배우']","[""['내환',"", ""'배우']"", ""'배포',"", ""'우즈',"", ""'국부펀드',"", ""'사우디아라비아',"", ""'합류',"", ""'번의',"", ""'버스킹',"", ""'히알루론산',""]"
차지연 단독콘서트 절친 김호 정선 출격,씨엘 컴퍼니 노트,익스 비션 준비 가운데 절친 배우 연예인 출연 예고,"['절친', '노트', '컴퍼니', '김호', '익스', '가운데', '정선', '차지연', '비션', '단독콘서트', '씨엘', '출격', '예고', '출연', '연예인', '배우', '준비', '배포', '백두산', '배지', '히알루론산', '백현동', '버거', '버스', '버스킹', '번의', '벌금', '법률', '법원', '법전']","[""['절친',"", ""'법전']"", ""'배우',"", ""'김호',"", ""'익스',"", ""'정선',"", ""'차지연',"", ""'비션',"", ""'단독콘서트',"", ""'씨엘',""]"
세리머니 한번 방출 친정 재기 노리,웨스트,노팅엄 포레스트 세리머니 한번,"['한번', '세리머니', '친정', '웨스트', '방출', '노리', '포레스트', '노팅엄', '재기', '배우', '배지', '배포', '백두산', '백현동', '백화점', '버거', '버스킹', '버스', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '배송']","[""['한번',"", ""'배송']"", ""'배우',"", ""'병동',"", ""'백현동',"", ""'세리머니',"", ""'친정',"", ""'웨스트',"", ""'노리',"", ""'포레스트',""]"
민원 대응 신설 정서 행동 위기 학생 지원 방안 마련,교직원,정서 행동 위기 학생,"['정서', '행동', '학생', '위기', '민원', '방안', '신설', '대응', '교직원', '마련', '지원', '버스킹', '백현동', '백두산', '배포', '배지', '백화점', '배우', '버거', '버스', '히알루론산', '번의', '벌금', '법률', '배송', '법전', '베이트', '변경', '변신', '병동']","[""['정서',"", ""'병동']"", ""'방안',"", ""'지원',"", ""'위기',"", ""'배우',"", ""'배송',"", ""'마련',"", ""'버스킹',"", ""'백현동',""]"
출근길 인터뷰 여름 감기 기승 독감 코로나,,독감,"['독감', '출근길', '감기', '기승', '인터뷰', '여름', '코로나', '히알루론산', '버거', '백화점', '배포', '백현동', '백두산', '버스킹', '배지', '배우', '버스', '벌금', '번의', '배상', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건']","[""['독감',"", ""'보건']"", ""'배지',"", ""'출근길',"", ""'감기',"", ""'기승',"", ""'인터뷰',"", ""'코로나',"", ""'히알루론산',"", ""'버거',""]"
정숙 영철 상철 영숙,,모발 이식 수술,"['영숙', '정숙', '모발', '상철', '영철', '이식', '수술', '발목', '법원', '발각', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법률', '법전', '배지', '베이트', '변경', '반영', '변신', '반복', '병동', '병원', '보강', '보건']","[""['영숙',"", ""'수술',"", ""'보건']"", ""'버스킹',"", ""'정숙',"", ""'모발',"", ""'상철',"", ""'영철',"", ""'이식',"", ""'발목',""]"
리그 외국인 득점 데얀 프로 생활 마무리 한국 감사,프로축구 연맹,프로축구 연맹 제공,"['프로축구', '연맹', '득점', '데얀', '감사', '마무리', '외국인', '생활', '리그', '프로', '제공', '한국', '백현동', '버스', '백두산', '배포', '백화점', '배지', '배우', '버거', '번의', '버스킹', '배상', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신']","[""['프로축구',"", ""'변신']"", ""'배우',"", ""'외국인',"", ""'한국',"", ""'배지',"", ""'데얀',"", ""'마무리',"", ""'변경',"", ""'제공',""]"
임도 헌호 아시아 선수권 출전 위해 이란 출국 방글라데시 파키스탄 대결,배구 협회,아시아 남자배구 선수권대회,"['아시아', '선수권', '이란', '선수권대회', '임도', '방글라데시', '출전', '남자배구', '헌호', '출국', '협회', '파키스탄', '위해', '배구', '대결', '부정', '백현동', '방통위', '방화', '배병준', '배상', '배송', '배우', '배지', '배포', '백두산', '백화점', '방위사업청', '버거', '북미']","[""'북미']"", ""['아시아',"", ""'이란',"", ""'배우',"", ""'방위사업청',"", ""'백두산',"", ""'파키스탄',"", ""'버거',"", ""'방글라데시',"", ""'대결',""]"
추석 선물 가액 상향 김영란 시행 개정 논의,국민 정부,김영란,"['김영란', '추석', '논의', '가액', '선물', '개정', '상향', '시행', '국민', '정부', '배지', '배포', '번의', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '법률', '벌금', '배송', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강']","[""['김영란',"", ""'보강']"", ""'국민',"", ""'베이트',"", ""'법률',"", ""'백현동',"", ""'개정',"", ""'상향',"", ""'시행',"", ""'추석',""]"
국고 보조금 부정 업주 유령 근로자,현직 세무사,사기 보조금 관리 위반,"['보조금', '부정', '세무사', '근로자', '현직', '업주', '국고', '유령', '위반', '사기', '관리', '백화점', '백현동', '버거', '버스', '백두산', '버스킹', '배포', '번의', '법원', '벌금', '법률', '배우', '법전', '베이트', '변경', '변신', '병동', '병원', '보강']","[""['보조금',"", ""'보강']"", ""'배우',"", ""'백두산',"", ""'부정',"", ""'세무사',"", ""'근로자',"", ""'현직',"", ""'업주',"", ""'국고',""]"
올해 마약 중독 치료 예산 상반기 동났다 소진,보건복지부,마약 투약 사범,"['마약', '보건복지부', '예산', '소진', '투약', '동났다', '중독', '치료', '상반기', '사범', '올해', '벌금', '버스', '백화점', '버스킹', '백현동', '번의', '백두산', '버거', '법률', '배지', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건']","[""['마약',"", ""'치료',"", ""'보건']"", ""'백현동',"", ""'보건복지부',"", ""'소진',"", ""'투약',"", ""'동났다',"", ""'중독',"", ""'보강',""]"
하정우 백두산 촬영 무릎 연골,한강 고수부지,무릎 수술,"['무릎', '고수부지', '하정우', '연골', '한강', '백두산', '촬영', '수술', '북미', '방위사업청', '방통위', '방화', '배구', '배병준', '배상', '배송', '배우', '배지', '배포', '북한', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법률', '법원', '법전']","[""['무릎',"", ""'법전']"", ""'수술',"", ""'배우',"", ""'촬영',"", ""'배병준',"", ""'고수부지',"", ""'하정우',"", ""'연골',"", ""'한강',""]"
인테리어 공사 보상 판매 프로그램 도입,,주로 가구 적용 보상 판매 부엌 욕실 수납 창호 도어 중문 인테리어 공사 전반 적용 프로그램,"['인테리어', '보상', '프로그램', '판매', '적용', '공사', '수납', '전반', '중문', '주로', '욕실', '부엌', '도어', '창호', '도입', '가구', '변경', '배지', '병동', '배포', '백두산', '백현동', '백화점', '변신', '버거', '법률', '버스', '버스킹', '번의', '베이트']","[""['인테리어',"", ""'베이트']"", ""'프로그램',"", ""'가구',"", ""'번의',"", ""'변신',"", ""'적용',"", ""'배지',"", ""'변경',"", ""'욕실',""]"
평면 도시 서쪽,공화국,톨로 축일 학살 사건,"['공화국', '학살', '평면', '서쪽', '톨로', '축일', '도시', '사건', '배지', '배우', '버스', '배송', '배상', '배포', '백두산', '백현동', '백화점', '버거', '히알루론산', '버스킹', '번의', '배병준', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['공화국',"", ""'병원']"", ""'사건',"", ""'백현동',"", ""'학살',"", ""'평면',"", ""'서쪽',"", ""'톨로',"", ""'축일',"", ""'배지',""]"
외교부 성장 둔화 우려 중국 경제 강인 서방 위기 과장,중국 외교부,전염병,"['외교부', '중국', '서방', '과장', '강인', '우려', '둔화', '전염병', '성장', '경제', '위기', '베이트', '버거', '배지', '보건', '보강', '배포', '백두산', '백현동', '병원', '백화점', '병동', '버스', '변경', '버스킹', '번의', '벌금', '배우', '법률', '변신']","[""['외교부',"", ""'변신']"", ""'성장',"", ""'위기',"", ""'배우',"", ""'벌금',"", ""'배지',"", ""'서방',"", ""'우려',"", ""'번의',""]"
서울시 개포 택지 개발 지구 특화 신속 통합 기획 추진,서울시,통합 재건축,"['통합', '서울시', '개포', '신속', '지구', '재건축', '특화', '택지', '기획', '추진', '개발', '배포', '백두산', '백현동', '번의', '백화점', '버거', '배지', '버스', '버스킹', '히알루론산', '벌금', '법률', '배송', '법원', '법전', '베이트', '변경', '변신', '병동']","[""'병동']"", ""['통합',"", ""'기획',"", ""'버스킹',"", ""'번의',"", ""'베이트',"", ""'백두산',"", ""'변경',"", ""'서울시',"", ""'개포',""]"
연세대 우관 윤기 명예 교수 차량,연세대학교 우관,윤석열 대통령 부친 윤기 연세대 명예 교수 차량 고인 재직 서울 서대문구 연세대학교 우관 뉴스,"['우관', '교수', '명예', '윤기', '연세대학교', '연세대', '차량', '재직', '서대문구', '고인', '부친', '윤석열', '서울', '뉴스', '대통령', '백현동', '백두산', '배포', '버거', '버스', '백화점', '번의', '버스킹', '배우', '벌금', '법률', '법원', '법전', '베이트', '변경']","[""['우관',"", ""'변경']"", ""'뉴스',"", ""'대통령',"", ""'배우',"", ""'법원',"", ""'서울',"", ""'차량',"", '대통령', ""'백현동',""]"
뇌파 판결 의계 국민 건강 위험 의계 규제 철폐 종합,의협,한의사 뇌파 사용 소송,"['뇌파', '의계', '건강', '한의사', '규제', '의협', '위험', '철폐', '판결', '국민', '종합', '소송', '사용', '보건', '배지', '배포', '백두산', '백현동', '백화점', '보강', '버거', '병원', '병동', '버스', '배우', '번의', '벌금', '법률', '법원', '법전']","[""['뇌파',"", ""'법전']"", ""'백현동',"", ""'의계',"", ""'한의사',"", ""'의협',"", ""'판결',"", ""'사용',"", ""'배지',"", ""'배포',""]"
상장 레터 일반 투자자 대상 청약 경쟁률,레터,악성 행위,"['레터', '행위', '악성', '투자자', '경쟁률', '상장', '일반', '대상', '청약', '백두산', '버스킹', '백현동', '백화점', '버거', '배포', '배지', '배우', '버스', '히알루론산', '벌금', '번의', '배상', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['레터',"", ""'행위',"", ""'병원']"", ""'배우',"", ""'배포',"", ""'악성',"", ""'투자자',"", ""'경쟁률',"", ""'상장',"", ""'청약',""]"
달러 위안 달러 환율 연고 터치,비구 위안,중국 대형 부동산 개발 업체 비구 위안 채무불이행 디폴트 위기,"['위안', '달러', '비구', '터치', '업체', '환율', '연고', '디폴트', '채무불이행', '대형', '부동산', '개발', '중국', '위기', '법원', '배포', '배상', '병동', '변신', '배송', '배우', '변경', '배지', '백현동', '백두산', '법전', '베이트', '백화점', '버거', '버스']","[""['위안',"", ""'배우',"", ""'배송',"", ""'채무불이행',"", ""'디폴트',"", ""'연고',"", ""'터치',"", ""'비구',"", ""'배포',"", ""'변신',""]"
잉글랜드 여자 월드컵 결승 개최 호주 우승 스페인 대결,호주,심판 판정,"['호주', '여자', '판정', '우승', '스페인', '월드컵', '심판', '잉글랜드', '결승', '개최', '대결', '병원', '버스', '배지', '배포', '백두산', '보건복지부', '백현동', '백화점', '보건', '버거', '버스킹', '병동', '번의', '보강', '벌금', '배우', '법원', '법전', '베이트']","[""['호주',"", ""'베이트']"", ""'배우',"", '여자', ""'배포',"", ""'판정',"", ""'우승',"", ""'스페인',"", ""'심판',"", ""'잉글랜드',""]"
보이지 위협,대통령 직속 국방 혁신 위원회,사건,"['국방', '직속', '보이지', '위협', '혁신', '위원회', '사건', '대통령', '버스', '버거', '백화점', '백두산', '백현동', '번의', '배포', '배지', '버스킹', '법원', '벌금', '법률', '배송', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건', '보건복지부']","[""['국방',"", ""'보건복지부']"", ""'대통령',"", ""'사건',"", ""'버스킹',"", ""'직속',"", ""'보이지',"", ""'위협',"", ""'버거',"", ""'백두산',""]"
배지 재활 기간 복귀 재활,피츠버그 파이 리츠,왼쪽 발목 통증,"['재활', '통증', '파이', '왼쪽', '리츠', '배지', '피츠버그', '발목', '기간', '복귀', '병원', '보강', '백두산', '백현동', '보고서', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법률', '보고', '법원', '법전', '베이트', '보건복지부', '변경', '변신', '병동']","[""['재활',"", ""'병동']"", ""'왼쪽',"", ""'보고',"", ""'백현동',"", ""'통증',"", ""'파이',"", ""'리츠',"", ""'배지',"", ""'피츠버그',""]"
꼴찌 승차 위로 수직 상승 마법,위즈,부상 제대로 전력 과감 승부 부분 제대로 보강 윌리엄 바스 오른쪽 뉴스 김민지 기자 윌리엄 바스 이호연 트레이드,"['윌리엄', '바스', '제대로', '승차', '마법', '꼴찌', '오른쪽', '트레이드', '김민지', '이호연', '보강', '위즈', '과감', '전력', '수직', '승부', '위로', '부상', '부분', '상승', '뉴스', '기자', '벌금', '번의', '병원', '병동', '변신', '변경', '백두산', '베이트']","[""['윌리엄',"", ""'베이트']"", ""'뉴스',"", ""'기자',"", ""'오른쪽',"", ""'바스',"", ""'백두산',"", ""'벌금',"", ""'트레이드',"", ""'김민지',""]"
동료 교직원 가로 호화 생활 부부 징역 구형,대구 법원,특정 경제범죄 가중 처벌 법률 위반 사기 혐의,"['가로', '법률', '호화', '구형', '특정', '가중', '징역', '경제범죄', '교직원', '위반', '처벌', '부부', '동료', '사기', '법원', '생활', '혐의', '대구', '부정', '백화점', '배구', '배병준', '배상', '북한', '배송', '배우', '배지', '배포', '백두산', '백현동']","[""['가로',"", ""'백현동']"", ""'배우',"", '법원', ""'대구',"", ""'특정',"", ""'백두산',"", ""'처벌',"", ""'부부',"", ""'혐의',""]"
기자 수첩 당국 은행 가계 대출 지적,금융위,대출 장려 정책,"['대출', '지적', '가계', '금융위', '정책', '장려', '수첩', '당국', '은행', '기자', '버스', '버거', '백화점', '배포', '백현동', '백두산', '배지', '배우', '버스킹', '법률', '번의', '벌금', '배상', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['대출',"", ""'정책',"", ""'병원']"", ""'배우',"", ""'가계',"", ""'장려',"", ""'수첩',"", ""'지적',"", ""'병동',"", ""'버거',""]"
부활 성공 류현진 신시내티 상대로 연승 도전,신시내티,팔꿈치 인대 접합 수술,"['신시내티', '상대로', '류현진', '접합', '인대', '팔꿈치', '부활', '성공', '도전', '연승', '수술', '버거', '백화점', '백두산', '백현동', '버스킹', '배포', '배지', '배우', '버스', '히알루론산', '번의', '벌금', '배상', '법률', '법원', '법전', '베이트', '변경', '변신']","[""['신시내티',"", ""'변신']"", ""'수술',"", ""'버스킹',"", ""'상대로',"", ""'류현진',"", ""'접합',"", ""'팔꿈치',"", ""'부활',"", ""'성공',""]"
김희선 머리 남편 불쌍 방귀 시댁 사랑 자랑 퀴즈 어제,김희선,스킨십 적극 오빠,"['김희선', '남편', '방귀', '오빠', '자랑', '불쌍', '시댁', '어제', '스킨십', '머리', '퀴즈', '사랑', '적극', '백두산', '백현동', '번의', '백화점', '버거', '버스', '버스킹', '법원', '벌금', '법률', '배지', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['김희선',"", ""'병원']"", ""'사랑',"", ""'번의',"", ""'남편',"", ""'자랑',"", ""'불쌍',"", ""'시댁',"", ""'병동',"", ""'퀴즈',""]"
말레이시아 헬프 대학교 주최 한류 페스티벌 성황리,한국 농수산 식품 유통 공사 외국인 인기 떡볶이 김치볶음밥 치킨 무료 시식 부스 운영 한국 관광 공사,코로나 팬데믹,"['공사', '한국', '한류', '유통', '성황리', '농수산', '김치볶음밥', '떡볶이', '인기', '주최', '대학교', '헬프', '페스티벌', '시식', '관광', '운영', '무료', '치킨', '부스', '팬데믹', '말레이시아', '외국인', '코로나', '식품', '방심위', '법률', '백두산', '백현동', '백화점', '버거']","[""'버거']"", ""['공사',"", ""'외국인',"", ""'치킨',"", ""'주최',"", ""'헬프',"", ""'농수산',"", ""'성황리',"", ""'한류',"", ""'무료',""]"
이강인 시즌 잔류 내년 무조건 레알 마드리드,레알 마드리드,음바페 여름 이적 선언 관계 상황,"['레알', '마드리드', '무조건', '내년', '관계', '잔류', '음바페', '이적', '이강인', '상황', '여름', '시즌', '선언', '발전', '법률', '배포', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법원', '발탁', '법전', '베이트', '변경', '변신']","[""['레알',"", ""'변신']"", ""'상황',"", ""'배포',"", ""'마드리드',"", ""'무조건',"", ""'내년',"", ""'잔류',"", ""'음바페',"", ""'변경',""]"
황준호 투자 증권 대표 시트 마약 근절 캠페인 참여,경찰청 마약 퇴치 운동 본부,마약,"['마약', '시트', '근절', '본부', '참여', '경찰청', '황준호', '퇴치', '증권', '운동', '캠페인', '투자', '대표', '백화점', '배송', '배우', '배지', '배포', '백두산', '백현동', '보강', '병원', '법원', '법률', '버스', '병동', '변신', '배상', '변경', '버스킹']","[""['마약',"", ""'버스킹']"", ""'참여',"", ""'투자',"", ""'배우',"", ""'대표',"", ""'백두산',"", ""'황준호',"", ""'배지',"", ""'배포',""]"
슈터 유망 고찬혁 맹활약 존스 경기 일본 대학 선발 제압,제공,제공,"['제공', '유망', '제압', '맹활약', '슈터', '고찬혁', '선발', '존스', '대학', '일본', '경기', '베이트', '백화점', '병원', '배송', '배우', '배지', '배포', '백두산', '병동', '백현동', '버거', '변경', '버스', '버스킹', '번의', '벌금', '배병준', '법률', '변신']","[""'변신']"", ""['제공',"", ""'대학',"", ""'배우',"", ""'경기',"", ""'벌금',"", ""'베이트',"", ""'배병준',"", ""'유망',"", ""'제압',""]"
